BorrowerFirstName,BorrowerLastName,BorrowerBirthDate,BorrowerSSN,ZipCode,BorrowerCreditScore,BorrowerYearlyIncome,LoanAmount,LoanStartDate,LoanDuration,loanToValue,ReportisApproved,ReportisValidData,ReportisInsuranceRequired,ReportgetMonthlyRepayment,ReportgetInsuranceRate,ReportgetMessages
Emily,Escobar,2012-05-27T07:00:00Z,471-78-1234,12345,400,149131,1416839,2020-04-30T22:00:00Z,1,1.356354591181964,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Denise,Sanchez,1953-07-03T07:00:00Z,471-78-1234,12345,729,220311,199944,2019-09-19T22:00:00Z,1,1.4293989676787642,False,True,False,25511.23065466439,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.39; We are sorry. Your loan has not been approved]
Daniel,Huff,1987-05-26T07:00:00Z,471-78-1234,12345,587,284014,1105836,2021-06-20T22:00:00Z,3,1.6549019669064773,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Carolyn,Mcdonald,1899-02-27T08:00:00Z,471-78-1234,12345,517,219379,699903,2018-12-16T23:00:00Z,1,1.841556789431836,False,True,False,79560.02620397038,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 4.35; We are sorry. Your loan has not been approved]
Sarah,Galloway,2010-01-10T08:00:00Z,471-78-1234,12345,350,217015,430807,2017-05-05T22:00:00Z,3,1.1401467784430048,False,True,False,16999.929078044348,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.94; We are sorry. Your loan has not been approved]
Curtis,Gillespie,1965-02-21T08:00:00Z,471-78-1234,12345,835,216129,1256052,2020-04-23T22:00:00Z,1,1.6447826173191706,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
John,Smith,2014-11-13T08:00:00Z,471-78-1234,12345,432,76911,776097,2017-09-04T22:00:00Z,3,1.0841443446007404,False,True,False,28641.102318548128,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 4.47; We are sorry. Your loan has not been approved]
Evan,Woods,2002-12-15T08:00:00Z,471-78-1234,12345,550,153743,106868,2020-10-10T22:00:00Z,2,1.6536012414570256,False,True,False,7898.427315632004,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.62; We are sorry. Your loan has not been approved]
Holly,Jackson,1944-11-17T07:00:00Z,471-78-1234,12345,736,388321,42331,2021-01-23T23:00:00Z,2,1.8838086217729109,True,True,True,2926.6464451748984,0.02,[ The loan amount is under the maximum authorized; Low risk loan; Congratulations! Your loan has been approved]
Todd,Jordan,1989-04-12T07:00:00Z,471-78-1234,12345,357,132763,1146181,2021-09-23T22:00:00Z,1,1.6298577886831032,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Susan,Sanchez,1974-11-27T08:00:00Z,471-78-1234,12345,701,241335,264726,2019-11-19T23:00:00Z,2,1.7972813656735358,False,True,False,12153.478851961883,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 0.60; We are sorry. Your loan has not been approved]
Amanda,Rivera,2005-11-25T08:00:00Z,471-78-1234,12345,531,335412,71691,2021-12-06T23:00:00Z,3,1.2971933686394674,True,True,True,3041.6282099837586,0.02,[ The loan amount is under the maximum authorized; Average risk loan; Congratulations! Your loan has been approved]
Marco,Tucker,1986-12-13T08:00:00Z,471-78-1234,12345,482,349818,139966,2017-10-01T22:00:00Z,2,1.9425692690448335,False,True,False,7339.969516982543,0.0,[ The loan amount is under the maximum authorized; Risky loan; We are sorry. Your loan has not been approved]
Steven,Acosta,1972-12-09T08:00:00Z,471-78-1234,12345,326,109701,685198,2017-01-25T23:00:00Z,1,1.5611484705672107,False,True,False,688338.4908333204,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 75.30; We are sorry. Your loan has not been approved]
Kevin,Decker,1977-02-27T08:00:00Z,471-78-1234,12345,832,165616,41676,2020-10-23T22:00:00Z,2,1.5076679961747552,True,True,True,2417.452841525236,0.02,[ The loan amount is under the maximum authorized; Very low risk loan; Congratulations! Your loan has been approved]
Jason,Pierce,1947-11-14T08:00:00Z,471-78-1234,12345,328,230513,612101,2021-08-25T22:00:00Z,2,1.0091123406110178,False,True,False,29312.731968289118,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.53; We are sorry. Your loan has not been approved]
Leslie,Jones,1995-02-13T08:00:00Z,471-78-1234,12345,832,315819,979600,2017-02-28T23:00:00Z,1,1.3713918152720042,False,True,False,142520.20820748704,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 5.42; We are sorry. Your loan has not been approved]
Sarah,Adkins,1952-03-05T08:00:00Z,471-78-1234,12345,338,54854,82771,2017-02-25T23:00:00Z,1,1.0143373927209025,False,True,False,20930.396546765103,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 4.58; We are sorry. Your loan has not been approved]
Brandy,Ramirez,1994-12-05T08:00:00Z,471-78-1234,12345,463,130293,332549,2021-05-23T22:00:00Z,1,1.58412739936074,False,True,False,37801.81990090648,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 3.48; We are sorry. Your loan has not been approved]
Stephanie,Moore,1915-11-16T08:00:00Z,471-78-1234,12345,433,188454,793347,2021-06-19T22:00:00Z,2,1.0182373225335206,False,True,False,36422.28563407979,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 2.32; We are sorry. Your loan has not been approved]
Holly,Harris,1960-01-12T08:00:00Z,471-78-1234,12345,832,126651,1060201,2017-10-06T22:00:00Z,1,1.4077309214254166,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Lori,Hogan,1972-08-24T07:00:00Z,471-78-1234,12345,805,180915,1238554,2017-12-21T23:00:00Z,2,1.8151875824395685,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Brian,Jimenez,1921-06-19T08:00:00Z,471-78-1234,12345,522,219866,473831,2019-03-06T23:00:00Z,2,1.863786694092985,False,True,False,32759.34449372014,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.79; We are sorry. Your loan has not been approved]
Kayla,Gilbert,1985-10-01T07:00:00Z,471-78-1234,12345,584,66572,1284120,2019-09-15T22:00:00Z,3,1.9140472075946264,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Alexander,Sanders,2003-10-15T07:00:00Z,471-78-1234,12345,398,123695,21049,2018-07-02T22:00:00Z,2,1.9894466211439437,True,True,True,1289.8740081538092,0.02,[ The loan amount is under the maximum authorized; Low risk loan; Congratulations! Your loan has been approved]
Leonard,Wong,1998-03-23T08:00:00Z,471-78-1234,12345,348,268290,621349,2018-02-02T23:00:00Z,3,1.3006203307050002,False,True,False,24518.84238815473,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.10; We are sorry. Your loan has not been approved]
Lacey,Evans,1969-09-29T07:00:00Z,471-78-1234,12345,772,111119,1414619,2019-02-12T23:00:00Z,1,1.2500688079970148,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Emily,Russell,1961-08-02T07:00:00Z,471-78-1234,12345,529,81340,121463,2020-02-20T23:00:00Z,3,1.1752766808197164,False,True,False,5153.3007946500575,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.76; We are sorry. Your loan has not been approved]
Brent,Cohen,1907-09-12T08:00:00Z,471-78-1234,12345,786,980,1310453,2020-07-02T22:00:00Z,3,1.807874337688613,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Steven,Roberts,1906-04-13T08:00:00Z,471-78-1234,12345,699,254587,482257,2017-03-15T23:00:00Z,3,1.4899492773003635,False,True,False,17242.47770327892,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 0.81; We are sorry. Your loan has not been approved]
Keith,Roth,1996-05-25T07:00:00Z,471-78-1234,12345,674,337996,114830,2017-01-18T23:00:00Z,1,1.595840775558712,False,True,False,16706.40619484048,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 0.59; We are sorry. Your loan has not been approved]
Jason,Anderson,1920-04-09T08:00:00Z,471-78-1234,12345,474,86138,434666,2019-03-21T23:00:00Z,1,1.3587284428365725,False,True,False,63238.75951481785,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 8.81; We are sorry. Your loan has not been approved]
Jessica,Ellis,2008-07-03T07:00:00Z,471-78-1234,12345,553,233352,375952,2020-11-21T23:00:00Z,1,1.3960512825044122,False,True,False,126467.8265626104,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 6.50; We are sorry. Your loan has not been approved]
Elizabeth,Martinez,1957-10-30T08:00:00Z,471-78-1234,12345,692,350667,151814,2017-06-26T22:00:00Z,3,1.6662707862630848,True,True,True,5990.680822396629,0.02,[ The loan amount is under the maximum authorized; Average risk loan; Congratulations! Your loan has been approved]
James,Dillon,1998-11-17T08:00:00Z,471-78-1234,12345,535,33047,589890,2018-12-24T23:00:00Z,1,1.371718101178494,False,True,False,296974.29230669123,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 107.84; We are sorry. Your loan has not been approved]
Patricia,Wang,1972-03-30T08:00:00Z,471-78-1234,12345,376,275587,878133,2017-10-18T22:00:00Z,2,1.4482417351538284,False,True,False,42052.66330476444,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.83; We are sorry. Your loan has not been approved]
Kevin,Tran,1919-05-25T07:00:00Z,471-78-1234,12345,460,281191,1126002,2020-04-12T22:00:00Z,3,1.752098959718125,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Megan,Maxwell,2017-01-04T08:00:00Z,471-78-1234,12345,519,83260,1171107,2020-11-14T23:00:00Z,2,1.8680106340273837,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Joshua,Harris,1901-06-29T08:00:00Z,471-78-1234,12345,488,145431,351916,2019-12-10T23:00:00Z,1,1.619525477755977,False,True,False,51199.61371125562,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 4.22; We are sorry. Your loan has not been approved]
Rebecca,White,1979-06-11T07:00:00Z,471-78-1234,12345,566,316443,1023253,2018-04-04T22:00:00Z,2,1.86381701049101,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Eddie,Murphy,1951-02-25T08:00:00Z,471-78-1234,12345,572,171702,1413139,2021-09-11T22:00:00Z,1,1.997762007540212,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Jonathan,Miller,1987-12-19T08:00:00Z,471-78-1234,12345,572,64141,6881,2018-09-25T22:00:00Z,2,1.7906267792884596,True,True,True,360.8471360641647,0.02,[ The loan amount is under the maximum authorized; Very low risk loan; Congratulations! Your loan has been approved]
Stephen,Fisher,1923-02-21T08:00:00Z,471-78-1234,12345,311,335486,997377,2019-12-11T23:00:00Z,1,1.6909137788487474,False,True,False,335511.18614487135,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 12.00; We are sorry. Your loan has not been approved]
Heather,Young,1922-09-04T08:00:00Z,471-78-1234,12345,668,305061,1459242,2021-06-30T22:00:00Z,1,1.630897098337447,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Clayton,Marks,2002-10-26T07:00:00Z,471-78-1234,12345,804,56763,788642,2017-04-22T22:00:00Z,2,1.5721032350096928,False,True,False,45745.86917761169,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 9.67; We are sorry. Your loan has not been approved]
Haley,Yu,1935-12-15T08:00:00Z,471-78-1234,12345,648,285870,600622,2020-02-26T23:00:00Z,2,1.598468654172588,False,True,False,39018.044485333005,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.64; We are sorry. Your loan has not been approved]
Anthony,Payne,1988-01-31T08:00:00Z,471-78-1234,12345,360,145857,191236,2021-06-30T22:00:00Z,2,1.271133123239551,False,True,False,12423.212528340857,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.02; We are sorry. Your loan has not been approved]
Robert,Rios,2002-03-12T08:00:00Z,471-78-1234,12345,394,151410,852969,2018-08-19T22:00:00Z,2,1.2098042920453569,False,True,False,42696.58357470307,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 3.38; We are sorry. Your loan has not been approved]
Krystal,Bates,1939-07-19T08:00:00Z,471-78-1234,12345,808,347336,1278665,2020-02-10T23:00:00Z,3,1.4603550403465555,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Sandra,Armstrong,1999-07-31T07:00:00Z,471-78-1234,12345,346,344096,1001631,2020-06-14T22:00:00Z,1,1.1467923732160925,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Timothy,Gamble,1948-04-30T07:00:00Z,471-78-1234,12345,605,249191,297587,2017-08-03T22:00:00Z,2,1.1879624961996584,False,True,False,14251.059822230727,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 0.69; We are sorry. Your loan has not been approved]
Whitney,Hamilton,1938-08-06T08:00:00Z,471-78-1234,12345,845,389658,1217777,2019-08-18T22:00:00Z,2,1.4853339758552884,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Vincent,Stephens,1972-03-07T08:00:00Z,471-78-1234,12345,554,224442,431860,2019-08-25T22:00:00Z,3,1.9579268607343925,False,True,False,17657.321340287497,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.94; We are sorry. Your loan has not been approved]
William,Short,1997-08-07T07:00:00Z,471-78-1234,12345,368,186421,1334084,2020-03-03T23:00:00Z,1,1.1139324785513869,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Scott,Marquez,1949-12-15T08:00:00Z,471-78-1234,12345,783,372392,1406764,2017-05-03T22:00:00Z,2,1.5057952792478742,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Kyle,Oconnor,1921-07-22T08:00:00Z,471-78-1234,12345,535,215320,1141274,2020-12-16T23:00:00Z,1,1.4165043373685051,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Dana,Flores,2000-02-06T08:00:00Z,471-78-1234,12345,809,326695,1388488,2020-02-18T23:00:00Z,2,1.469569033512882,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Crystal,Lee,2003-07-26T07:00:00Z,471-78-1234,12345,621,387824,848064,2018-05-13T22:00:00Z,1,1.5436297817158324,False,True,False,285283.2565486914,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 8.83; We are sorry. Your loan has not been approved]
Karl,Carroll,1910-01-01T08:00:00Z,471-78-1234,12345,840,97437,508944,2020-01-10T23:00:00Z,3,1.404881291902234,False,True,False,20809.030130624,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 2.56; We are sorry. Your loan has not been approved]
Brenda,Harris,1928-11-22T08:00:00Z,471-78-1234,12345,707,148966,222122,2017-07-24T22:00:00Z,1,1.84646235173083,False,True,False,223140.05916666248,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 17.98; We are sorry. Your loan has not been approved]
Colton,Haynes,1911-09-27T08:00:00Z,471-78-1234,12345,460,214407,221006,2017-09-19T22:00:00Z,1,1.8436929123179264,False,True,False,32153.7577941036,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.80; We are sorry. Your loan has not been approved]
Bobby,Mckinney,1909-01-09T08:00:00Z,471-78-1234,12345,320,152657,1304595,2017-07-22T22:00:00Z,2,1.2975155330514037,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Gabriella,Frost,1992-10-13T07:00:00Z,471-78-1234,12345,848,338759,564228,2019-04-04T22:00:00Z,3,1.345724965444771,False,True,False,22264.80995862836,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 0.79; We are sorry. Your loan has not been approved]
Jacqueline,Martinez,1970-01-20T08:00:00Z,471-78-1234,12345,440,326488,465801,2021-12-25T23:00:00Z,3,1.972546044978523,False,True,False,18380.815456764016,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.68; We are sorry. Your loan has not been approved]
Nicole,Mccormick,1929-12-07T08:00:00Z,471-78-1234,12345,323,10242,796146,2020-11-20T23:00:00Z,2,1.741847081707243,False,True,False,41750.76355020207,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 48.92; We are sorry. Your loan has not been approved]
Theodore,Simmons,1956-02-14T08:00:00Z,471-78-1234,12345,387,43190,944646,2020-04-03T22:00:00Z,3,1.9177517026283324,False,True,False,38623.43809294036,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 10.73; We are sorry. Your loan has not been approved]
Curtis,Hill,1951-10-14T08:00:00Z,471-78-1234,12345,666,97188,219212,2020-05-23T22:00:00Z,1,1.0186397455569003,False,True,False,37123.65435825689,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 4.58; We are sorry. Your loan has not been approved]
Theresa,Welch,2018-08-04T07:00:00Z,471-78-1234,12345,495,215942,889362,2020-01-31T23:00:00Z,2,1.976503103601428,False,False,False,0.0,0.0,[The borrower's age is not valid.;  The loan amount is under the maximum authorized]
Jacqueline,Duran,2001-05-19T07:00:00Z,471-78-1234,12345,513,16447,908473,2019-09-03T22:00:00Z,1,1.54335003534986,False,True,False,103268.7896545658,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 75.35; We are sorry. Your loan has not been approved]
Emma,Faulkner,2011-12-27T08:00:00Z,471-78-1234,12345,710,34732,792127,2017-03-15T23:00:00Z,2,1.3998277377711732,False,True,False,58544.72371757338,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 20.23; We are sorry. Your loan has not been approved]
Thomas,Shepherd,1942-02-15T07:00:00Z,471-78-1234,12345,717,290457,920036,2017-01-10T23:00:00Z,2,1.5784588504852943,False,True,False,59768.049748607,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 2.47; We are sorry. Your loan has not been approved]
Judith,Lopez,1906-08-03T08:00:00Z,471-78-1234,12345,791,360933,1085161,2020-01-01T23:00:00Z,1,1.3148654056402842,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Ryan,Montgomery,1945-12-24T08:00:00Z,471-78-1234,12345,437,108634,1435430,2020-06-25T22:00:00Z,1,1.2850789527010846,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Brittany,Combs,1932-08-01T08:00:00Z,471-78-1234,12345,787,297305,40864,2018-01-03T23:00:00Z,2,1.3755133576030385,True,True,True,2504.1290070405844,0.02,[ The loan amount is under the maximum authorized; Low risk loan; Congratulations! Your loan has been approved]
Jennifer,Valenzuela,1976-01-12T08:00:00Z,471-78-1234,12345,314,60271,671923,2017-07-23T22:00:00Z,3,1.6644021686714094,False,True,False,28507.62231991348,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 5.68; We are sorry. Your loan has not been approved]
Joseph,Spence,1992-09-09T07:00:00Z,471-78-1234,12345,580,350584,993581,2019-05-10T22:00:00Z,3,1.1694802705303355,False,True,False,39207.36323525937,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.34; We are sorry. Your loan has not been approved]
Christopher,Martinez,1963-12-08T08:00:00Z,471-78-1234,12345,602,306132,263871,2018-06-19T22:00:00Z,1,1.1364147306251038,False,True,False,66725.35872698716,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 2.62; We are sorry. Your loan has not been approved]
Christopher,Ramirez,1997-08-14T07:00:00Z,471-78-1234,12345,744,103884,775567,2019-03-24T23:00:00Z,1,1.2059676900818073,False,True,False,260895.7336140892,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 30.14; We are sorry. Your loan has not been approved]
Alexa,Craig,1992-04-17T07:00:00Z,471-78-1234,12345,399,155935,695199,2021-05-12T22:00:00Z,2,1.7050994374056958,False,True,False,36456.99289996675,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 2.81; We are sorry. Your loan has not been approved]
Christopher,Christensen,1996-12-17T08:00:00Z,471-78-1234,12345,499,16050,634737,2017-04-21T22:00:00Z,1,1.5581975559732988,False,True,False,160506.66432571845,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 120.00; We are sorry. Your loan has not been approved]
Tamara,Thompson,1994-07-27T07:00:00Z,471-78-1234,12345,451,318897,238065,2017-01-19T23:00:00Z,1,1.90934335192164,False,True,False,30375.16067400211,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.14; We are sorry. Your loan has not been approved]
Victor,Reed,1904-11-02T08:00:00Z,471-78-1234,12345,774,265200,276772,2019-11-14T23:00:00Z,1,1.4850047142754033,False,True,False,139338.12885505357,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 6.30; We are sorry. Your loan has not been approved]
Erin,Adams,1900-02-28T08:00:00Z,471-78-1234,12345,533,394548,227801,2021-06-19T22:00:00Z,1,1.0087697695617155,False,True,False,76630.78626736713,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 2.33; We are sorry. Your loan has not been approved]
Nicole,Frazier,1910-02-03T08:00:00Z,471-78-1234,12345,723,53603,549164,2021-12-25T23:00:00Z,2,1.6057132053347267,False,True,False,27489.18966834461,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 6.15; We are sorry. Your loan has not been approved]
Andrew,Romero,1910-04-10T08:00:00Z,471-78-1234,12345,758,270985,379205,2019-06-22T22:00:00Z,1,1.103713419393276,False,True,False,35428.419227973034,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.57; We are sorry. Your loan has not been approved]
Anna,Webb,1996-10-21T07:00:00Z,471-78-1234,12345,407,91105,159776,2018-08-02T22:00:00Z,2,1.4525148514139512,False,True,False,12688.386631555626,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 1.67; We are sorry. Your loan has not been approved]
Gerald,Bishop,1992-04-18T07:00:00Z,471-78-1234,12345,301,197760,1224263,2019-07-25T22:00:00Z,1,1.1385572378375284,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Lacey,Gibson,1937-01-22T08:00:00Z,471-78-1234,12345,441,274281,697492,2020-04-05T22:00:00Z,2,1.474569074203409,False,True,False,48222.63783841464,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 2.11; We are sorry. Your loan has not been approved]
Shannon,Lloyd,1991-11-06T08:00:00Z,471-78-1234,12345,401,592,1126379,2017-07-10T22:00:00Z,3,1.987649967212188,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Adam,Sexton,1974-04-21T07:00:00Z,471-78-1234,12345,604,278499,97548,2018-07-21T22:00:00Z,2,1.8180427866751967,True,True,True,4301.443066913867,0.02,[ The loan amount is under the maximum authorized; Low risk loan; Congratulations! Your loan has been approved]
Michael,Willis,2007-03-14T07:00:00Z,471-78-1234,12345,463,5086,1201191,2020-12-17T23:00:00Z,2,1.073022896483948,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Ryan,Owens,1972-04-14T08:00:00Z,471-78-1234,12345,585,80092,69100,2019-05-21T22:00:00Z,1,1.45630879024365,False,True,False,6455.884728980199,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 0.97; We are sorry. Your loan has not been approved]
Joseph,Newman,1966-03-06T08:00:00Z,471-78-1234,12345,444,336650,349047,2020-03-16T23:00:00Z,1,1.213124646443804,False,True,False,117417.15819625767,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 4.19; We are sorry. Your loan has not been approved]
Erin,Ortega,1955-10-09T08:00:00Z,471-78-1234,12345,725,325816,877633,2018-05-22T22:00:00Z,1,1.4945217228688694,False,True,False,75333.19475458417,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 2.77; We are sorry. Your loan has not been approved]
Debra,Armstrong,2016-05-16T07:00:00Z,471-78-1234,12345,822,163791,479227,2017-06-29T22:00:00Z,2,1.6517929350458769,False,True,False,25131.185943121847,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.84; We are sorry. Your loan has not been approved]
Jimmy,King,1910-08-20T08:00:00Z,471-78-1234,12345,732,166788,749764,2020-03-09T23:00:00Z,3,1.722790160430488,False,True,False,30655.36024957004,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 2.21; We are sorry. Your loan has not been approved]
Kathleen,Campbell,2018-11-07T08:00:00Z,471-78-1234,12345,403,151991,380983,2021-08-01T22:00:00Z,2,1.466681815340837,False,False,False,0.0,0.0,[The borrower's age is not valid.;  The loan amount is under the maximum authorized]
Richard,Rhodes,1980-09-11T07:00:00Z,471-78-1234,12345,524,274085,1043037,2020-04-09T22:00:00Z,1,1.742163671139207,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Dakota,Allison,1942-08-02T07:00:00Z,471-78-1234,12345,594,295331,571483,2020-07-14T22:00:00Z,2,1.8063631652823815,False,True,False,35020.24171227913,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 1.42; We are sorry. Your loan has not been approved]
Kelsey,Hernandez,1990-03-13T08:00:00Z,471-78-1234,12345,362,53199,698279,2019-02-19T23:00:00Z,2,1.2376535668743085,False,True,False,32057.74672404332,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 7.23; We are sorry. Your loan has not been approved]
Francisco,Wilson,1979-11-05T08:00:00Z,471-78-1234,12345,719,193069,1325717,2019-09-04T22:00:00Z,1,1.6553213316197986,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Dennis,Mcguire,1945-09-14T07:00:00Z,471-78-1234,12345,317,174534,1367092,2020-01-07T23:00:00Z,2,1.2225060990606256,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Julia,Evans,1952-01-18T08:00:00Z,471-78-1234,12345,435,138354,468475,2017-12-26T23:00:00Z,1,1.076059640099845,False,True,False,68157.56894651132,0.0,[ The loan amount is under the maximum authorized; Risky loan; Too big Debt/Income ratio: 5.91; We are sorry. Your loan has not been approved]
Paul,Hodges,1912-06-27T08:00:00Z,471-78-1234,12345,335,37126,1482071,2017-04-19T22:00:00Z,2,1.327946790819106,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Amanda,Smith,1906-05-19T08:00:00Z,471-78-1234,12345,703,286249,883447,2020-12-22T23:00:00Z,1,1.1275372793102023,False,True,False,100424.01085553144,0.0,[ The loan amount is under the maximum authorized; Average risk loan; Too big Debt/Income ratio: 4.21; We are sorry. Your loan has not been approved]
Christopher,Whitney,1905-02-12T08:00:00Z,471-78-1234,12345,684,282778,1412311,2021-08-12T22:00:00Z,1,1.462614809466643,False,False,False,0.0,0.0,[The loan cannot exceed 1000000]
Keith,Norris,1961-08-19T07:00:00Z,471-78-1234,12345,374,68277,569534,2019-01-11T23:00:00Z,1,1.9091556950708293,False,True,False,115477.79319061308,0.0,[ The loan amount is under the maximum authorized; Very risky loan; Too big Debt/Income ratio: 20.30; We are sorry. Your loan has not been approved]
